Timestamp,Open,High,Low,Close,Volume,datetime
2017-01-01 05:00:00,966.3,966.3,966.3,966.3,0.0,2017-01-01 05:00:00+00:00
2017-01-01 05:01:00,966.34,966.34,966.34,966.34,7.61,2017-01-01 05:01:00+00:00
2017-01-01 05:02:00,966.16,966.37,966.16,966.37,8.08737633,2017-01-01 05:02:00+00:00
2017-01-01 05:03:00,966.37,966.37,966.37,966.37,0.0,2017-01-01 05:03:00+00:00
2017-01-01 05:04:00,966.37,966.37,966.37,966.37,0.0,2017-01-01 05:04:00+00:00
2017-01-01 05:05:00,966.43,966.43,966.43,966.43,0.107,2017-01-01 05:05:00+00:00
2017-01-01 05:06:00,966.58,966.58,966.58,966.58,0.33173245,2017-01-01 05:06:00+00:00
2017-01-01 05:07:00,966.58,966.58,966.58,966.58,0.0,2017-01-01 05:07:00+00:00
2017-01-01 05:08:00,966.58,966.58,966.58,966.58,0.0,2017-01-01 05:08:00+00:00
2017-01-01 05:09:00,966.58,966.58,966.58,966.58,0.0,2017-01-01 05:09:00+00:00
2017-01-01 05:10:00,966.57,966.57,966.57,966.57,0.69556344,2017-01-01 05:10:00+00:00
2017-01-01 05:11:00,966.57,966.57,966.44,966.44,1.28441327,2017-01-01 05:11:00+00:00
2017-01-01 05:12:00,966.08,966.08,964.6,965.58,3.47162001,2017-01-01 05:12:00+00:00
2017-01-01 05:13:00,965.54,965.58,965.54,965.58,1.10417361,2017-01-01 05:13:00+00:00
2017-01-01 05:14:00,965.55,965.55,965.55,965.55,0.106,2017-01-01 05:14:00+00:00
2017-01-01 05:15:00,965.59,966.57,965.59,966.57,20.0,2017-01-01 05:15:00+00:00
2017-01-01 05:16:00,966.22,966.22,965.56,965.56,0.35548473,2017-01-01 05:16:00+00:00
2017-01-01 05:17:00,965.56,965.56,965.56,965.56,0.0,2017-01-01 05:17:00+00:00
2017-01-01 05:18:00,965.56,965.56,965.55,965.55,0.3509,2017-01-01 05:18:00+00:00
2017-01-01 05:19:00,965.6,965.6,965.55,965.55,0.067,2017-01-01 05:19:00+00:00
2017-01-01 05:20:00,965.55,965.55,965.55,965.55,0.0,2017-01-01 05:20:00+00:00
2017-01-01 05:21:00,965.55,965.55,965.55,965.55,0.0,2017-01-01 05:21:00+00:00
2017-01-01 05:22:00,966.34,966.54,966.34,966.54,0.177,2017-01-01 05:22:00+00:00
2017-01-01 05:23:00,966.54,966.54,966.54,966.54,0.03303505,2017-01-01 05:23:00+00:00
2017-01-01 05:24:00,966.54,966.54,964.87,964.87,0.46088804,2017-01-01 05:24:00+00:00
2017-01-01 05:25:00,964.87,964.87,964.87,964.87,0.0,2017-01-01 05:25:00+00:00
2017-01-01 05:26:00,964.87,964.87,964.87,964.87,0.0,2017-01-01 05:26:00+00:00
2017-01-01 05:27:00,964.87,964.87,964.87,964.87,0.0,2017-01-01 05:27:00+00:00
2017-01-01 05:28:00,964.87,964.87,964.87,964.87,0.0,2017-01-01 05:28:00+00:00
2017-01-01 05:29:00,965.26,965.26,965.24,965.24,6.88,2017-01-01 05:29:00+00:00
2017-01-01 05:30:00,965.24,965.24,965.24,965.24,0.0,2017-01-01 05:30:00+00:00
2017-01-01 05:31:00,965.24,965.24,965.24,965.24,0.0,2017-01-01 05:31:00+00:00
2017-01-01 05:32:00,965.24,965.24,965.24,965.24,0.0,2017-01-01 05:32:00+00:00
2017-01-01 05:33:00,965.24,965.24,965.24,965.24,0.0,2017-01-01 05:33:00+00:00
2017-01-01 05:34:00,965.24,965.24,965.24,965.24,0.0,2017-01-01 05:34:00+00:00
2017-01-01 05:35:00,966.37,966.37,966.37,966.37,0.163,2017-01-01 05:35:00+00:00
2017-01-01 05:36:00,966.37,966.37,966.37,966.37,0.0,2017-01-01 05:36:00+00:00
2017-01-01 05:37:00,966.4,966.4,966.4,966.4,5.17,2017-01-01 05:37:00+00:00
2017-01-01 05:38:00,966.06,966.39,966.06,966.39,0.3787815,2017-01-01 05:38:00+00:00
2017-01-01 05:39:00,966.39,966.39,966.39,966.39,0.0,2017-01-01 05:39:00+00:00
2017-01-01 05:40:00,966.39,966.4,966.39,966.4,5.16145627,2017-01-01 05:40:00+00:00
2017-01-01 05:41:00,966.4,966.4,966.4,966.4,0.0,2017-01-01 05:41:00+00:00
2017-01-01 05:42:00,966.39,966.39,966.39,966.39,5.16150829,2017-01-01 05:42:00+00:00
2017-01-01 05:43:00,966.39,966.39,966.39,966.39,0.0,2017-01-01 05:43:00+00:00
2017-01-01 05:44:00,966.38,966.38,966.38,966.38,0.058,2017-01-01 05:44:00+00:00
2017-01-01 05:45:00,966.38,966.4,965.94,965.94,5.02,2017-01-01 05:45:00+00:00
2017-01-01 05:46:00,966.4,966.4,966.0,966.0,9.07493947,2017-01-01 05:46:00+00:00
2017-01-01 05:47:00,965.99,966.4,965.99,966.4,0.11998826,2017-01-01 05:47:00+00:00
2017-01-01 05:48:00,966.4,966.98,966.4,966.97,20.65746718,2017-01-01 05:48:00+00:00
2017-01-01 05:49:00,966.97,966.97,966.97,966.97,0.0,2017-01-01 05:49:00+00:00
2017-01-01 05:50:00,966.97,966.97,966.97,966.97,0.088,2017-01-01 05:50:00+00:00
2017-01-01 05:51:00,966.97,966.97,966.97,966.97,0.0,2017-01-01 05:51:00+00:00
2017-01-01 05:52:00,966.97,966.97,966.97,966.97,0.0,2017-01-01 05:52:00+00:00
